iter	Logloss
162	0.2419600952
163	0.2416715803
164	0.2410645647
165	0.2405237947
166	0.2403690841
167	0.2392036545
168	0.2384394759
169	0.2376271445
170	0.2364038462
171	0.2355622907
172	0.2349308072
173	0.2342448292
174	0.2337785539
175	0.2330477392
176	0.2327662785
177	0.2323032245
178	0.231586529
179	0.2304189884
180	0.2296450143
181	0.2288868837
182	0.2287482173
183	0.228452129
184	0.2280264442
185	0.2274391348
186	0.2271740222
187	0.2263757376
188	0.2253102846
189	0.2251867178
190	0.2243160719
191	0.2238240849
192	0.223529681
193	0.2232564593
194	0.2227863395
195	0.2221068347
196	0.2217198741
197	0.221151875
198	0.2208353821
199	0.2198208593
200	0.219377382
201	0.2185002638
202	0.2179449089
203	0.21751707
204	0.2169398196
205	0.2164281032
206	0.2154430025
207	0.2146283684
208	0.2136513328
209	0.2135177031
210	0.2128888544
211	0.2118998058
212	0.2114371782
213	0.2105356091
214	0.2094981563
215	0.2091283402
216	0.2085178031
217	0.2081499626
218	0.2074368861
219	0.206553133
220	0.2058348951
221	0.204739277
222	0.2036564275
223	0.2032458448
224	0.2026821623
225	0.2023619473
226	0.2016725375
227	0.2008820809
228	0.2007495322
229	0.2003016826
230	0.198856981
231	0.1976587119
232	0.1974747378
233	0.1973163343
234	0.1970185191
235	0.1961429702
236	0.1960040194
237	0.1955831389
238	0.1953962496
239	0.1951090918
240	0.1949283567
241	0.1942408022
242	0.1938844262
243	0.1934693688
244	0.1924581981
245	0.1921670527
246	0.1920269675
247	0.191573087
248	0.1907829269
249	0.1904487779
250	0.1897429904
251	0.1890832961
252	0.1881845305
253	0.1877473972
254	0.1868109806
255	0.1858426732
256	0.1853858435
257	0.1848298755
258	0.1843926235
259	0.1837646073
260	0.1831436214
261	0.1826168547
262	0.1822912204
263	0.1820865804
264	0.1811313458
265	0.1808015369
266	0.1801447852
267	0.1796878128
268	0.1791781798
269	0.1787063271
270	0.1781363006
271	0.1772677757
272	0.1764763249
273	0.1755825624
274	0.1754288794
275	0.174813921
276	0.1746267172
277	0.1741982689
278	0.1736629335
279	0.1732954241
280	0.1729399046
281	0.1727640793
282	0.1724524915
283	0.1722639999
284	0.1718620592
285	0.171748391
286	0.1716184166
287	0.1711887082
288	0.1705253147
289	0.1700135652
290	0.1698699913
291	0.1689230909
292	0.1682527569
293	0.1678301183
294	0.1668186612
295	0.1666815785
296	0.1665028925
297	0.1664517363
298	0.1660908532
299	0.1651188547
300	0.1646322732
301	0.1642073915
302	0.1635107333
303	0.1627069563
304	0.1623642581
305	0.162113674
306	0.1614445428
307	0.1613243479
308	0.1610044661
309	0.1606444787
310	0.1600331398
311	0.1592038918
312	0.1588481353
313	0.1581099694
314	0.157447773
315	0.1567675526
316	0.155887366
317	0.1557790271
318	0.1554532623
319	0.1550921795
320	0.1543918621
321	0.1541498714
322	0.1537909995
323	0.1536421153
324	0.153052184
325	0.1526353928
326	0.1522271117
327	0.1518179765
328	0.1517324856
329	0.1516904343
330	0.1513298155
331	0.1506123383
332	0.1503646294
333	0.1499207046
334	0.149151725
335	0.1484584946
336	0.1477800044
337	0.1476707862
338	0.1474375499
339	0.1465527069
340	0.1461523961
341	0.1458964921
342	0.1454677757
343	0.1453885122
344	0.1451627083
345	0.1448598178
346	0.1446310257
347	0.1440521503
348	0.1436221184
349	0.1427053254
350	0.1424337205
351	0.1418382452
352	0.1414538065
353	0.1412304358
354	0.1410590191
355	0.1404539521
356	0.1400086617
357	0.1395491055
358	0.1392461651
359	0.1387966705
360	0.1380440164
361	0.1376690501
362	0.1374478822
363	0.1371289234
364	0.136383341
365	0.1363282749
366	0.1355951234
367	0.1355391274
368	0.135073125
369	0.1350283724
370	0.1347493045
371	0.1345622866
372	0.1339894971
373	0.1337962391
374	0.1334952056
375	0.1333021274
376	0.1332250996
377	0.1327687896
378	0.1323414573
379	0.1318865745
380	0.131277378
381	0.1308429181
382	0.1302884856
383	0.1300931163
384	0.129848173
385	0.1294886891
386	0.1292497358
387	0.1289945173
388	0.1289590511
389	0.1286454408
390	0.1284604714
391	0.1279856992
392	0.1277026842
393	0.1272710874
394	0.1271226539
395	0.1266112605
396	0.1261068565
397	0.1256026618
398	0.1254441474
399	0.125220258
400	0.1249159769
401	0.1246290587
402	0.1243943467
403	0.1243636239
404	0.123951211
405	0.1237725765
406	0.1235357535
407	0.1231580905
408	0.1229980896
409	0.1225587532
410	0.1225080775
411	0.1221139086
412	0.1215509839
413	0.12112813
414	0.120805477
415	0.1204478147
416	0.1200558546
417	0.1197223081
418	0.1195254681
419	0.1191413324
420	0.1188235663
421	0.1184296302
422	0.1181960861
423	0.1179321571
424	0.1178320062
425	0.1176566498
426	0.1171158216
427	0.1169304118
428	0.1168079342
429	0.1164804702
430	0.1163455583
431	0.1162821919
432	0.116164877
433	0.115821962
434	0.115101027
435	0.114555695
436	0.1140582319
437	0.113434245
438	0.1129878853
439	0.1125100187
440	0.1121003616
441	0.1118577305
442	0.1115910024
443	0.1113801904
444	0.1111972242
445	0.110687332
446	0.1103046374
447	0.1100059499
448	0.1097942776
449	0.1096491267
450	0.1095627504
451	0.1092144856
452	0.1089885518
453	0.1085968918
454	0.1084536152
455	0.1082442024
456	0.1079093955
457	0.1078389053
458	0.107549063
459	0.1072725865
460	0.1071028753
461	0.1066488843
462	0.1063120998
463	0.1062576779
464	0.1061605802
465	0.1059978698
466	0.1057368636
467	0.1056496326
468	0.1054134341
469	0.1050755831
470	0.1045552131
471	0.1044788039
472	0.1042752705
473	0.1041731549
474	0.1037863126
475	0.1037689266
476	0.1037266388
477	0.1034234975
478	0.1031578273
479	0.1030019878
480	0.1028523933
481	0.1028405288
482	0.1022446019
483	0.1020903092
484	0.1019361952
485	0.1017153589
486	0.1016778091
487	0.1013875205
488	0.1012532533
489	0.1009910544
490	0.1006027648
491	0.1001374064
492	0.1000904559
493	0.09974438447
494	0.09971315202
495	0.09964030329
496	0.09941388669
497	0.09920153841
498	0.09896490538
499	0.09854032231
500	0.0983900552
501	0.0983039538
502	0.09811074086
503	0.09807783782
504	0.09780307579
505	0.09765675336
506	0.09763816424
507	0.09745025755
508	0.09713075786
509	0.09694104359
510	0.09680590145
511	0.09656159158
512	0.09625575593
513	0.095979915
514	0.09581519215
515	0.09554787211
516	0.0952936832
517	0.09527519463
518	0.0949473881
519	0.09472761191
520	0.09469635559
521	0.09459916868
522	0.09454098638
523	0.09440242938
524	0.09431198891
525	0.09388681632
526	0.09364769307
527	0.09354292907
528	0.09340667458
529	0.09334894763
530	0.09310558858
531	0.09300350563
532	0.09253009036
533	0.09217826168
534	0.09179324764
535	0.09172490335
536	0.09153698847
537	0.09143546207
538	0.09135366616
539	0.09122116708
540	0.09079955283
541	0.0905367795
542	0.09041706349
543	0.09023203124
544	0.09009552142
545	0.0898714036
546	0.08966562777
547	0.08937819756
548	0.08926764241
549	0.08894101421
550	0.08887472096
551	0.08885983992
552	0.08873705678
553	0.08835750713
554	0.08824076231
555	0.08784197287
556	0.08753915169
557	0.08741069198
558	0.08720344551
559	0.08703921663
560	0.08680212092
561	0.08663496898
562	0.08656227924
563	0.08653104725
564	0.0863778869
565	0.08602092829
566	0.08588555271
567	0.08584404742
568	0.08573000537
569	0.08541343498
570	0.08529647115
571	0.08527686736
572	0.08514475015
573	0.08484364979
574	0.08476184341
575	0.08460663583
576	0.08452914142
577	0.08438946989
578	0.08416091637
579	0.08402813079
580	0.08385022425
581	0.0836731393
582	0.08359670839
583	0.08330038217
584	0.08305099976
585	0.08288641025
586	0.08255103502
587	0.08242638578
588	0.08229299388
589	0.08192691199
590	0.08184992993
591	0.08164718722
592	0.08153274613
593	0.08137157536
594	0.08116465987
595	0.08092840482
596	0.0808640735
597	0.08079290807
598	0.08057521353
599	0.08045083078
600	0.08034630401
601	0.08005426538
602	0.07983358373
603	0.07972515352
604	0.079629236
605	0.07953674882
606	0.07948194504
607	0.07934149041
608	0.07909504774
609	0.07878328174
610	0.07868710046
611	0.0785759994
612	0.07845014895
613	0.07821271532
614	0.07791136286
615	0.07760268837
616	0.07733007589
617	0.0772232202
618	0.07693225215
619	0.07663114533
620	0.07641224129
621	0.07635822619
622	0.07620538406
623	0.07604750709
624	0.07587998628
625	0.07564532221
626	0.07555005598
627	0.07544162444
628	0.07535428918
629	0.07525142931
630	0.07516944425
631	0.07482418489
632	0.07471757099
633	0.0745286233
634	0.07440968806
635	0.0743544902
636	0.07418731099
637	0.07408511523
638	0.07401526355
639	0.07395109149
640	0.07381756138
641	0.07360051227
642	0.07354905756
643	0.07337562837
644	0.07322602088
645	0.0731483293
646	0.07300853686
647	0.0727792923
648	0.07248958064
649	0.0723679281
650	0.07232597038
651	0.07216809816
652	0.07189941693
653	0.07184750192
654	0.07174030892
655	0.07161063792
656	0.07158572901
657	0.07139907181
658	0.07135560657
659	0.0711863839
660	0.07099144593
661	0.07084250021
662	0.07054880052
663	0.07038291437
664	0.07029007453
665	0.07008915337
666	0.06990001439
667	0.06989203113
668	0.06985440797
669	0.06980481263
670	0.0697250328
671	0.06956912434
672	0.06951004354
673	0.0692954374
674	0.06928307355
675	0.06924902815
676	0.06897054122
677	0.068778516
678	0.06859958249
679	0.06838092386
680	0.06826602912
681	0.06814929111
682	0.06801523228
683	0.06791276076
684	0.06784590222
685	0.06783514057
686	0.06772217149
687	0.06759573889
688	0.06750729756
689	0.06748874158
690	0.06724581715
691	0.06722968066
692	0.06694529278
693	0.0668590138
694	0.06670802019
695	0.06664050046
696	0.06660943386
697	0.06651924183
698	0.06647944027
699	0.06636448067
700	0.06627846016
701	0.06620360726
702	0.06606181204
703	0.06600342811
704	0.0658909857
705	0.06580804376
706	0.06566697989
707	0.06541276989
708	0.06534762538
709	0.06517869278
710	0.06501746958
711	0.06498765071
712	0.0649383299
713	0.06479289607
714	0.0646683111
715	0.06455209975
716	0.06444493633
717	0.06424715858
718	0.06417681952
719	0.06398605468
720	0.06384718232
721	0.06374932919
722	0.06365406807
723	0.06361183552
724	0.06337761355
725	0.06332912969
726	0.06323578324
727	0.06319865561
728	0.06304427456
729	0.06299515169
730	0.06296902457
731	0.0629401066
732	0.06275732191
733	0.06256295222
734	0.0625336647
735	0.06248410272
736	0.06246046932
737	0.06235559473
738	0.06233635625
739	0.0622899628
740	0.06217869431
741	0.06208020172
742	0.06202470491
743	0.06199589729
744	0.06199049822
745	0.06193323108
746	0.06174468033
747	0.06153286505
748	0.06149381204
749	0.06137055262
750	0.06126155997
751	0.06110986396
752	0.06085737418
753	0.06067249395
754	0.0605318995
755	0.06039869221
756	0.06037525327
757	0.06031955138
758	0.06023923161
759	0.06021554396
760	0.060197742
761	0.06007791712
762	0.06001237881
763	0.0599504401
764	0.05986599968
765	0.0596421694
766	0.05950956242
767	0.05930558844
768	0.05919597132
769	0.05913470932
770	0.05901347017
771	0.05892221154
772	0.05873577143
773	0.05856404519
774	0.05849716015
775	0.05843423987
776	0.05818151674
777	0.05811388296
778	0.05802189637
779	0.0579042179
780	0.05788395942
781	0.05787912943
782	0.05786478486
783	0.05784778758
784	0.05782899228
785	0.05781369901
786	0.05780138602
787	0.05774343924
788	0.0577041732
789	0.05767426906
790	0.05751820362
791	0.05746357363
792	0.05740175528
793	0.05730620033
794	0.05701547505
795	0.0569713137
796	0.05688400898
797	0.05682277425
798	0.05680381934
799	0.05669597841
800	0.05668502835
801	0.05661348324
802	0.0565662941
803	0.05648542485
804	0.05642450303
805	0.05629793665
806	0.05617564582
807	0.0560949905
808	0.05600140278
809	0.05595697104
810	0.05588099667
811	0.05582603921
812	0.05580791451
813	0.05577049438
814	0.05564307952
815	0.05545135652
816	0.05536112542
817	0.05526973072
818	0.05522509034
819	0.05508006752
820	0.05506254728
821	0.05491762102
822	0.05478077676
823	0.0547516283
824	0.05462835134
825	0.05458156093
826	0.05443014265
827	0.05437672837
828	0.05431266786
829	0.05421941207
830	0.05415892915
831	0.05403692875
832	0.05398005566
833	0.05380755595
834	0.05374725384
835	0.05363860175
836	0.05356113707
837	0.05331068664
838	0.05328241368
839	0.05318868375
840	0.05312070507
841	0.05295200362
842	0.05281992566
843	0.0527550799
844	0.05272127516
845	0.05267316133
846	0.05261336542
847	0.05253394727
848	0.05242596366
849	0.05231485083
850	0.05216591666
851	0.05203695315
852	0.05184894821
853	0.05177873304
854	0.05176511767
855	0.05175326253
856	0.05161520765
857	0.05145564622
858	0.05140274146
859	0.05127923714
860	0.05113875823
861	0.05106776405
862	0.05099657468
863	0.05094990289
864	0.05079364432
865	0.0507661131
866	0.05076091581
867	0.05070525325
868	0.05066710709
869	0.0505306271
870	0.05048339671
871	0.05044237302
872	0.05028517468
873	0.05015442985
874	0.05009270067
875	0.05005744705
876	0.04993083311
877	0.04988857925
878	0.04983181323
879	0.04977795038
880	0.04970267839
881	0.049641636
882	0.0495482021
883	0.04943831049
884	0.04933439529
885	0.04919192426
886	0.04914010887
887	0.0491288372
888	0.04901196271
889	0.04896707321
890	0.04882860495
891	0.04878230353
892	0.04868947447
893	0.04860880946
894	0.04852902404
895	0.04847552488
896	0.04842319125
897	0.04838626637
898	0.04835316499
899	0.0482678043
900	0.04823752706
901	0.04816051144
902	0.04812740442
903	0.04809290298
904	0.04794208386
905	0.04787807427
906	0.04783974504
907	0.04781795565
908	0.04777820395
909	0.04767036492
910	0.04762928497
911	0.04760845179
912	0.04749005066
913	0.04746683493
914	0.04739529576
915	0.0472658686
916	0.04724626217
917	0.04719831479
918	0.04717587598
919	0.04716027558
920	0.04709293217
921	0.04708336472
922	0.04704540077
923	0.04698810916
924	0.04695600955
925	0.04692365753
926	0.04679995403
927	0.04672189476
928	0.04669934662
929	0.04666428025
930	0.04660488847
931	0.04659834726
932	0.04649628562
933	0.04642700715
934	0.04634920693
935	0.04618564151
936	0.04605833609
937	0.04601198597
938	0.04588960561
939	0.04572602306
940	0.0456661699
941	0.0456230117
942	0.04554855634
943	0.04543307219
944	0.04534534922
945	0.04519845062
946	0.04513871867
947	0.0450669268
948	0.04496250779
949	0.04488878856
950	0.04480520192
951	0.0447662852
952	0.04472471115
953	0.04470473286
954	0.04469678489
955	0.04463670152
956	0.04459462972
957	0.04449996242
958	0.04442863173
959	0.04431691122
960	0.04423706885
961	0.04415602348
962	0.0441379975
963	0.04412907038
964	0.04405376388
965	0.04398993889
966	0.04390470306
967	0.04384775184
968	0.04379134228
969	0.04368467155
970	0.04359588294
971	0.04356085081
972	0.04347564865
973	0.04344934951
974	0.04343170565
975	0.04335665023
976	0.04330206249
977	0.04329060004
978	0.04325305543
979	0.04322975713
980	0.04305833178
981	0.04304689622
982	0.04295049122
983	0.04283619926
984	0.04273592581
985	0.04264749257
986	0.04254112154
987	0.0424717445
988	0.04239260512
989	0.0423477821
990	0.04230884987
991	0.04219516793
992	0.04210540355
993	0.04206387281
994	0.04198522746
995	0.04196834803
996	0.04189594858
997	0.04185980844
998	0.0417980083
999	0.04167670131
